O*NET-SOC Code,total_technologies,hot_technologies,in_demand_technologies,unique_tech_categories,hot_tech_ratio,in_demand_ratio,avg_tech_sophistication,category_distribution,tech_intensity_score,SOC_Detailed,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title
27-1024.00,78,36,12,27,0.4615384615384615,0.1538461538461538,1.564102564102564,"{'Document management software': 2, 'Development environment software': 2, 'Video creation and editing software': 7, 'Web platform development software': 10, 'Graphics or photo imaging software': 7, 'Desktop publishing software': 6, 'Web page creation and editing software': 6, 'Presentation software': 4, 'Operating system software': 2, 'Computer aided design CAD software': 9, 'Music or sound editing software': 1, 'Office suite software': 2, 'Enterprise application integration software': 1, 'Graphical user interface development software': 1, 'Data base user interface and query software': 3, 'Sales and marketing software': 1, 'Internet browser software': 2, 'Word processing software': 2, 'Cloud-based data access and sharing software': 1, 'Electronic mail software': 2, 'Accounting software': 1, 'Object or component oriented development software': 1, 'Spreadsheet software': 1, 'Project management software': 1, 'Process mapping and design software': 1, 'Optical character reader OCR or scanning software': 1, 'Customer relationship management CRM software': 1}",16.106485671191553,27-1024,Graphic Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-1025.00,29,14,10,12,0.4827586206896552,0.3448275862068966,1.9310344827586208,"{'Computer aided design CAD software': 12, 'Document management software': 1, 'Graphics or photo imaging software': 4, 'Desktop publishing software': 1, 'Video creation and editing software': 2, 'Electronic mail software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Project management software': 1, 'Word processing software': 1, 'Internet browser software': 1}",15.847464503042596,27-1025,Interior Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-1026.00,25,14,1,14,0.56,0.04,1.48,"{'Document management software': 1, 'Graphics or photo imaging software': 5, 'Desktop publishing software': 1, 'Operating system software': 1, 'Computer aided design CAD software': 2, 'Electronic mail software': 3, 'Word processing software': 3, 'Inventory management software': 1, 'Spreadsheet software': 2, 'Internet browser software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Analytical or scientific software': 1, 'Video creation and editing software': 1}",14.176470588235295,27-1026,Merchandise Displayers and Window Trimmers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-1027.00,45,31,7,18,0.6888888888888889,0.1555555555555555,1.8444444444444448,"{'Video creation and editing software': 6, 'Document management software': 1, 'Graphics or photo imaging software': 6, 'Desktop publishing software': 1, 'File versioning software': 2, 'Computer aided design CAD software': 8, 'Object or component oriented development software': 4, 'Development environment software': 2, 'Web platform development software': 1, 'Program testing software': 2, 'Data base user interface and query software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Data base management system software': 3, 'Word processing software': 1, 'Operating system software': 1}",18.22875816993464,27-1027,Set and Exhibit Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-2011.00,20,9,0,12,0.45,0.0,0.6,"{'Video creation and editing software': 4, 'Electronic mail software': 2, 'Web page creation and editing software': 4, 'Data base user interface and query software': 1, 'Operating system software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Instant messaging software': 1, 'Internet browser software': 1, 'Video conferencing software': 1}",8.441176470588236,27-2011,Actors,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors"
27-2012.00,76,33,6,26,0.4342105263157895,0.0789473684210526,0.7236842105263158,"{'Document management software': 1, 'Development environment software': 1, 'Video creation and editing software': 15, 'Music or sound editing software': 6, 'Graphics or photo imaging software': 6, 'Web page creation and editing software': 9, 'Desktop publishing software': 2, 'Data base user interface and query software': 2, 'Cloud-based data access and sharing software': 3, 'Project management software': 4, 'Content workflow software': 1, 'Web platform development software': 5, 'Desktop communications software': 1, 'Electronic mail software': 3, 'Enterprise application integration software': 1, 'Video conferencing software': 2, 'Sales and marketing software': 1, 'Data mining software': 1, 'Word processing software': 3, 'Office suite software': 2, 'Spreadsheet software': 1, 'Presentation software': 1, 'Process mapping and design software': 1, 'Operating system software': 1, 'Information retrieval or search software': 1, 'Instant messaging software': 2}",11.536996904024768,27-2012,Producers and Directors,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2010,"Actors, Producers, and Directors"
27-2012.03,25,13,6,18,0.52,0.24,1.0,"{'Document management software': 1, 'Graphics or photo imaging software': 2, 'Video creation and editing software': 2, 'Human resources software': 1, 'Music or sound editing software': 1, 'Web page creation and editing software': 2, 'Electronic mail software': 2, 'Data base user interface and query software': 3, 'Analytical or scientific software': 1, 'Web platform development software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Cloud-based data access and sharing software': 1, 'Word processing software': 1, 'Calendar and scheduling software': 2, 'Instant messaging software': 1, 'Internet browser software': 1}",11.376470588235293,27-2012,,,,,,,
27-2012.04,20,11,3,14,0.55,0.15,1.45,"{'Data base user interface and query software': 3, 'Calendar and scheduling software': 1, 'Web page creation and editing software': 2, 'Electronic mail software': 1, 'Operating system software': 4, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Object or component oriented development software': 1, 'Web platform development software': 1, 'Enterprise resource planning ERP software': 1, 'Video creation and editing software': 1, 'Internet browser software': 1}",13.691176470588234,27-2012,,,,,,,
27-2012.05,38,21,0,18,0.5526315789473685,0.0,1.2105263157894737,"{'Video creation and editing software': 8, 'Music or sound editing software': 2, 'Web page creation and editing software': 3, 'Graphics or photo imaging software': 1, 'Project management software': 1, 'Computer aided design CAD software': 1, 'Development environment software': 3, 'Object or component oriented development software': 4, 'Operating system software': 3, 'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Data base management system software': 1, 'Word processing software': 2, 'Data base user interface and query software': 2, 'Information retrieval or search software': 1, 'Customer relationship management CRM software': 1}",13.3671826625387,27-2012,,,,,,,
27-2021.00,12,7,1,12,0.5833333333333334,0.0833333333333333,1.1666666666666667,"{'Graphics or photo imaging software': 1, 'Electronic mail software': 1, 'Web page creation and editing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Analytical or scientific software': 1, 'Enterprise resource planning ERP software': 1, 'Instant messaging software': 1, 'Internet browser software': 1, 'Video creation and editing software': 1}",12.231372549019609,27-2021,Athletes and Sports Competitors,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2020,"Athletes, Coaches, Umpires, and Related Workers"
27-2022.00,39,8,0,22,0.2051282051282051,0.0,0.7435897435897436,"{'Desktop communications software': 3, 'Object or component oriented development software': 1, 'Multi-media educational software': 3, 'Computer based training software': 2, 'Word processing software': 3, 'Web page creation and editing software': 2, 'Video creation and editing software': 5, 'Project management software': 1, 'Cloud-based data access and sharing software': 1, 'Video conferencing software': 1, 'Graphics or photo imaging software': 1, 'Instant messaging software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 2, 'Desktop publishing software': 1, 'Analytical or scientific software': 3, 'Data base user interface and query software': 2, 'Calendar and scheduling software': 1, 'Data conversion software': 1, 'Internet browser software': 1}",7.604524886877828,27-2022,Coaches and Scouts,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2020,"Athletes, Coaches, Umpires, and Related Workers"
27-2023.00,11,6,0,9,0.5454545454545454,0.0,1.0909090909090908,"{'Document management software': 1, 'Data base user interface and query software': 1, 'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Video creation and editing software': 1, 'Internet browser software': 1}",11.426737967914438,27-2023,"Umpires, Referees, and Other Sports Officials",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2020,"Athletes, Coaches, Umpires, and Related Workers"
27-2031.00,12,4,0,8,0.3333333333333333,0.0,0.5833333333333334,"{'Graphics or photo imaging software': 2, 'Video creation and editing software': 2, 'Web page creation and editing software': 3, 'Office suite software': 1, 'Electronic mail software': 1, 'Information retrieval or search software': 1, 'Filesystem software': 1, 'Internet browser software': 1}",6.814705882352942,27-2031,Dancers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-2000,"Entertainers and Performers, Sports and Related Workers",27-2030,Dancers and Choreographers
