SOC Code,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title,normalized_SOC_Code,normalized_major_code,normalized_minor_code,normalized_broad_code
47-5049,"Underground Mining Machine Operators, All Other",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5040,Underground Mining Machine Operators,475049,47,475,4750
47-5051,"Rock Splitters, Quarry",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5050,"Rock Splitters, Quarry",475051,47,475,4750
47-5071,"Roustabouts, Oil and Gas",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5070,"Roustabouts, Oil and Gas",475071,47,475,4750
47-5081,Helpers--Extraction Workers,47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5080,Helpers--Extraction Workers,475081,47,475,4750
47-5099,"Extraction Workers, All Other",47-0000,Construction and Extraction Occupations,47-5000,Extraction Workers,47-5090,Miscellaneous Extraction Workers,475099,47,475,4750
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-0000,"Installation, Maintenance, and Repair Occupations",49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",491011,49,491,4910
49-2011,"Computer, Automated Teller, and Office Machine Repairers",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2010,"Computer, Automated Teller, and Office Machine Repairers",492011,49,492,4920
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2020,Radio and Telecommunications Equipment Installers and Repairers,492021,49,492,4920
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2020,Radio and Telecommunications Equipment Installers and Repairers,492022,49,492,4920
49-2091,Avionics Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492091,49,492,4920
49-2092,"Electric Motor, Power Tool, and Related Repairers",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492092,49,492,4920
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492093,49,492,4920
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492094,49,492,4920
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492095,49,492,4920
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492096,49,492,4920
49-2097,Audiovisual Equipment Installers and Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492097,49,492,4920
49-2098,Security and Fire Alarm Systems Installers,49-0000,"Installation, Maintenance, and Repair Occupations",49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",492098,49,492,4920
49-3011,Aircraft Mechanics and Service Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3010,Aircraft Mechanics and Service Technicians,493011,49,493,4930
49-3021,Automotive Body and Related Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,493021,49,493,4930
49-3022,Automotive Glass Installers and Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,493022,49,493,4930
49-3023,Automotive Service Technicians and Mechanics,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3020,Automotive Technicians and Repairers,493023,49,493,4930
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,493031,49,493,4930
49-3041,Farm Equipment Mechanics and Service Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,493041,49,493,4930
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,493042,49,493,4930
49-3043,Rail Car Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,493043,49,493,4930
49-3051,Motorboat Mechanics and Service Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,493051,49,493,4930
49-3052,Motorcycle Mechanics,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,493052,49,493,4930
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3050,Small Engine Mechanics,493053,49,493,4930
49-3091,Bicycle Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",493091,49,493,4930
49-3092,Recreational Vehicle Service Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",493092,49,493,4930
49-3093,Tire Repairers and Changers,49-0000,"Installation, Maintenance, and Repair Occupations",49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",493093,49,493,4930
49-9011,Mechanical Door Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9010,Control and Valve Installers and Repairers,499011,49,499,4990
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9010,Control and Valve Installers and Repairers,499012,49,499,4990
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",499021,49,499,4990
49-9031,Home Appliance Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9030,Home Appliance Repairers,499031,49,499,4990
49-9041,Industrial Machinery Mechanics,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",499041,49,499,4990
49-9043,"Maintenance Workers, Machinery",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",499043,49,499,4990
49-9044,Millwrights,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",499044,49,499,4990
49-9045,"Refractory Materials Repairers, Except Brickmasons",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",499045,49,499,4990
49-9051,Electrical Power-Line Installers and Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9050,Line Installers and Repairers,499051,49,499,4990
49-9052,Telecommunications Line Installers and Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9050,Line Installers and Repairers,499052,49,499,4990
49-9061,Camera and Photographic Equipment Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,499061,49,499,4990
49-9062,Medical Equipment Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,499062,49,499,4990
49-9063,Musical Instrument Repairers and Tuners,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,499063,49,499,4990
49-9064,Watch and Clock Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,499064,49,499,4990
49-9069,"Precision Instrument and Equipment Repairers, All Other",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9060,Precision Instrument and Equipment Repairers,499069,49,499,4990
49-9071,"Maintenance and Repair Workers, General",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9070,"Maintenance and Repair Workers, General",499071,49,499,4990
49-9081,Wind Turbine Service Technicians,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9080,Wind Turbine Service Technicians,499081,49,499,4990
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499091,49,499,4990
49-9092,Commercial Divers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499092,49,499,4990
49-9094,Locksmiths and Safe Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499094,49,499,4990
49-9095,Manufactured Building and Mobile Home Installers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499095,49,499,4990
49-9096,Riggers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499096,49,499,4990
49-9097,Signal and Track Switch Repairers,49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499097,49,499,4990
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499098,49,499,4990
49-9099,"Installation, Maintenance, and Repair Workers, All Other",49-0000,"Installation, Maintenance, and Repair Occupations",49-9000,"Other Installation, Maintenance, and Repair Occupations",49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",499099,49,499,4990
51-1011,First-Line Supervisors of Production and Operating Workers,51-0000,Production Occupations,51-1000,Supervisors of Production Workers,51-1010,First-Line Supervisors of Production and Operating Workers,511011,51,511,5110
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",512011,51,512,5120
51-2021,"Coil Winders, Tapers, and Finishers",51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",512021,51,512,5120
51-2022,Electrical and Electronic Equipment Assemblers,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",512022,51,512,5120
51-2023,Electromechanical Equipment Assemblers,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",512023,51,512,5120
51-2031,Engine and Other Machine Assemblers,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2030,Engine and Other Machine Assemblers,512031,51,512,5120
51-2041,Structural Metal Fabricators and Fitters,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2040,Structural Metal Fabricators and Fitters,512041,51,512,5120
51-2051,Fiberglass Laminators and Fabricators,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2050,Fiberglass Laminators and Fabricators,512051,51,512,5120
51-2061,Timing Device Assemblers and Adjusters,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2060,Timing Device Assemblers and Adjusters,512061,51,512,5120
51-2092,Team Assemblers,51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,512092,51,512,5120
51-2099,"Assemblers and Fabricators, All Other",51-0000,Production Occupations,51-2000,Assemblers and Fabricators,51-2090,Miscellaneous Assemblers and Fabricators,512099,51,512,5120
51-3011,Bakers,51-0000,Production Occupations,51-3000,Food Processing Workers,51-3010,Bakers,513011,51,513,5130
51-3021,Butchers and Meat Cutters,51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",513021,51,513,5130
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",513022,51,513,5130
51-3023,Slaughterers and Meat Packers,51-0000,Production Occupations,51-3000,Food Processing Workers,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",513023,51,513,5130
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,513091,51,513,5130
51-3092,Food Batchmakers,51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,513092,51,513,5130
51-3093,Food Cooking Machine Operators and Tenders,51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,513093,51,513,5130
51-3099,"Food Processing Workers, All Other",51-0000,Production Occupations,51-3000,Food Processing Workers,51-3090,Miscellaneous Food Processing Workers,513099,51,513,5130
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",514021,51,514,5140
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",514022,51,514,5140
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",514023,51,514,5140
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",514031,51,514,5140
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",514032,51,514,5140
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",514033,51,514,5140
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",514034,51,514,5140
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",514035,51,514,5140
51-4041,Machinists,51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4040,Machinists,514041,51,514,5140
51-4051,Metal-Refining Furnace Operators and Tenders,51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",514051,51,514,5140
51-4052,"Pourers and Casters, Metal",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",514052,51,514,5140
51-4061,"Model Makers, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4060,"Model Makers and Patternmakers, Metal and Plastic",514061,51,514,5140
51-4062,"Patternmakers, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4060,"Model Makers and Patternmakers, Metal and Plastic",514062,51,514,5140
51-4071,Foundry Mold and Coremakers,51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",514071,51,514,5140
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",514072,51,514,5140
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",514081,51,514,5140
51-4111,Tool and Die Makers,51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4110,Tool and Die Makers,514111,51,514,5141
51-4121,"Welders, Cutters, Solderers, and Brazers",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",514121,51,514,5141
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4120,"Welding, Soldering, and Brazing Workers",514122,51,514,5141
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,514191,51,514,5141
51-4192,"Layout Workers, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,514192,51,514,5141
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,514193,51,514,5141
51-4194,"Tool Grinders, Filers, and Sharpeners",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,514194,51,514,5141
51-4199,"Metal Workers and Plastic Workers, All Other",51-0000,Production Occupations,51-4000,Metal Workers and Plastic Workers,51-4190,Miscellaneous Metal Workers and Plastic Workers,514199,51,514,5141
51-5111,Prepress Technicians and Workers,51-0000,Production Occupations,,,51-5110,Printing Workers,515111,51,515,5151
51-5112,Printing Press Operators,51-0000,Production Occupations,,,51-5110,Printing Workers,515112,51,515,5151
51-5113,Print Binding and Finishing Workers,51-0000,Production Occupations,,,51-5110,Printing Workers,515113,51,515,5151
51-6011,Laundry and Dry-Cleaning Workers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6010,Laundry and Dry-Cleaning Workers,516011,51,516,5160
51-6021,"Pressers, Textile, Garment, and Related Materials",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6020,"Pressers, Textile, Garment, and Related Materials",516021,51,516,5160
51-6031,Sewing Machine Operators,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6030,Sewing Machine Operators,516031,51,516,5160
51-6041,Shoe and Leather Workers and Repairers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6040,Shoe and Leather Workers,516041,51,516,5160
51-6042,Shoe Machine Operators and Tenders,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6040,Shoe and Leather Workers,516042,51,516,5160
51-6051,"Sewers, Hand",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers",516051,51,516,5160
51-6052,"Tailors, Dressmakers, and Custom Sewers",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6050,"Tailors, Dressmakers, and Sewers",516052,51,516,5160
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",516061,51,516,5160
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",516062,51,516,5160
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",516063,51,516,5160
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6060,"Textile Machine Setters, Operators, and Tenders",516064,51,516,5160
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",516091,51,516,5160
51-6092,Fabric and Apparel Patternmakers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",516092,51,516,5160
51-6093,Upholsterers,51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",516093,51,516,5160
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",516099,51,516,5160
51-7011,Cabinetmakers and Bench Carpenters,51-0000,Production Occupations,51-7000,Woodworkers,51-7010,Cabinetmakers and Bench Carpenters,517011,51,517,5170
51-7021,Furniture Finishers,51-0000,Production Occupations,51-7000,Woodworkers,51-7020,Furniture Finishers,517021,51,517,5170
51-7031,"Model Makers, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood",517031,51,517,5170
51-7032,"Patternmakers, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood",517032,51,517,5170
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders",517041,51,517,5170
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders",517042,51,517,5170
51-7099,"Woodworkers, All Other",51-0000,Production Occupations,51-7000,Woodworkers,51-7090,Miscellaneous Woodworkers,517099,51,517,5170
51-8011,Nuclear Power Reactor Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",518011,51,518,5180
51-8012,Power Distributors and Dispatchers,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",518012,51,518,5180
51-8013,Power Plant Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",518013,51,518,5180
51-8021,Stationary Engineers and Boiler Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8020,Stationary Engineers and Boiler Operators,518021,51,518,5180
51-8031,Water and Wastewater Treatment Plant and System Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8030,Water and Wastewater Treatment Plant and System Operators,518031,51,518,5180
51-8091,Chemical Plant and System Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,518091,51,518,5180
51-8092,Gas Plant Operators,51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,518092,51,518,5180
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,518093,51,518,5180
51-8099,"Plant and System Operators, All Other",51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,518099,51,518,5180
51-9011,Chemical Equipment Operators and Tenders,51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",519011,51,519,5190
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",519012,51,519,5190
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",519021,51,519,5190
51-9022,"Grinding and Polishing Workers, Hand",51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",519022,51,519,5190
